objectid,comments,class,parktime_mins,surveydate,signinfo,meternumber,baynumber,drawingnumber,mode,st_areashape,st_lengthshape
3525,,Bus Stop,,2013-09-04T00:00:00.000Z,,,,711,active,68.2620763773197,0
3529,,Unrestricted,,2013-09-04T00:00:00.000Z,,,,474,Active,15.7192708564309,0
3530,,Unrestricted,,2013-09-04T00:00:00.000Z,,,,474,Active,10.4916645516161,0
3532,21 Galvin St,Permit,120,2013-09-05T00:00:00.000Z,2P 8am-5pm Mon-Fri Permit S,,,1144,active,30.4216429488019,0
3533,13-19 Galvin St,Permit,120,2013-09-05T00:00:00.000Z,2P 8am-5pm Mon-Fri Permit S,,,1144,active,19.1627078328289,0
3534,11 Galvin St,Permit,120,2013-09-05T00:00:00.000Z,2P 8am-5pm Mon-Fri Permit S,,,1144,active,19.9997379074891,0
3535,9 Galvin St,Permit,120,2013-09-05T00:00:00.000Z,2P 8am-5pm Mon-Fri Permit S,,,1144,active,21.9996176417949,0
3536,7 Galvin St,Permit,120,2013-09-05T00:00:00.000Z,2P 8am-5pm Mon-Fri Permit S,,,1144,active,19.999906724355,0
3537,1-3 Galvin St,Permit,120,2013-09-05T00:00:00.000Z,2P 8am-5pm Mon-Fri Permit S,,,1144,active,60.0010540260593,0
3538,89-93 Cimitiere St (Braap - No Parking),No Parking,,2014-09-08T00:00:00.000Z,No Parking,,,741,active,18.1393608903301,0
3539,,Unrestricted,,2013-09-10T00:00:00.000Z,,,,743,Active,36.1132292181199,0
3540,,Unrestricted,,2013-09-10T00:00:00.000Z,,,,743,Active,27.8859019411707,0
3541,,Unrestricted,,2013-09-10T00:00:00.000Z,,,,743,Active,30.0096555950252,0
3542,,Unrestricted,,2013-09-10T00:00:00.000Z,,,,743,Active,12.9776201235769,0
3543,,Unrestricted,,2013-09-10T00:00:00.000Z,,,,743,Active,16.5814870190024,0
3544,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,13.6881797743336,0
3545,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,12.3287108426447,0
3546,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,16.3609264359586,0
3547,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,14.9016978617169,0
3548,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,14.4775121259482,0
3549,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,13.7059213582907,0
3550,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,14.7671702598364,0
3551,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,14.1063212023753,0
3552,,Clearway,,2013-09-18T00:00:00.000Z,,,,744,Active,10.7353701588373,0
3553,,Signed,180,2013-09-18T00:00:00.000Z,3P 8am-5pm Mon-Fri,,,934,active,8.81803870481395,0
3554,,Unrestricted,,2013-09-18T00:00:00.000Z,,,,745,active,19.539440739276,0
3555,,Unrestricted,,2013-09-18T00:00:00.000Z,,,,934,active,20.3987781392721,0
3556,,Unrestricted,,2013-09-18T00:00:00.000Z,,,,745,active,18.6760495566976,0
3557,,Unrestricted,,2013-09-18T00:00:00.000Z,,,,745,active,15.9739712786213,0
3558,,Unrestricted,,2013-09-25T00:00:00.000Z,,,,747,Active,41.7983827935488,0
3559,,Unrestricted,,2013-09-25T00:00:00.000Z,,,,747,Active,37.4008492513589,0
3560,,Unrestricted,,2013-09-25T00:00:00.000Z,,,,747,Active,39.6000329096953,0
3561,,Unrestricted,,2013-09-25T00:00:00.000Z,,,,747,Active,24.2000624440683,0
3562,,Unrestricted,,2013-09-25T00:00:00.000Z,,,,747,Active,52.800285286304,0
3563,,Bus Stop,,2013-10-08T00:00:00.000Z,Bus Zone,,,752,Active,66.8842360780435,0
3564,,Bus Stop,,2013-10-08T00:00:00.000Z,Bus Zone,,,752,Active,48.4966661562111,0
3565,,Permit,120,2014-03-27T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit D,,,754,Active,55.7522200727104,0
3566,,No Parking,120,2013-10-09T00:00:00.000Z,No Parking,,,753,active,61.6030304539715,0
3567,,Clearway,,2013-07-26T00:00:00.000Z,,,,714,Active,33.8167178166635,0
3568,,Permit,120,2013-10-09T00:00:00.000Z,2P 9am-5pm Mon-Fri Permit D,,,753,active,58.5819862268033,0
3570,,Signed,30,2013-10-16T00:00:00.000Z,1/2P 8am-5pm Mon-Fri,,,756,Active,35.734953549795,0
3571,,Unrestricted,,,,,,760,active,15.2628241173602,0
3572,,Unrestricted,,,,,,760,active,15.2628241191421,0
3573,,Unrestricted,,,,,,761,active,12.1277321503959,0
3574,6 Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392504826,0
3575,6 Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392519197,0
3576,8 Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392503756,0
3577,8 Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392489385,0
3578,10 Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392504826,0
3579,12  Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392496445,0
3580,14  Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.7552392489385,0
3581,14  Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.0974765611073,0
3582,14 Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,12.6591295169463,0
3583,14  Law St,Signed,120,2013-11-14T00:00:00.000Z,2P 9am - 5pm Mon-Fri Permit C,,,762,active,10.0974765631023,0
3584,,Signed,15,2015-12-15T00:00:00.000Z,1/4P 8am-5pm ,,,736,active,26.8040668407149,0
3585,185-187 Georgetown Rd,Bus Stop,,2013-11-20T00:00:00.000Z,Bus Zone Metro,,,765,active,48.8223401840288,0
3589,Aurora Stadium,Signed,120,2013-11-21T00:00:00.000Z,2P,,,767,active,14.1727210700283,0
3590,Aurora Stadium,Signed,120,2013-11-21T00:00:00.000Z,2P,,,767,active,11.9928853426709,0
3591,Aurora Stadium,Signed,120,2013-11-21T00:00:00.000Z,2P,,,767,active,13.523278826644,0
3592,Aurora Stadium,Signed,120,2013-11-21T00:00:00.000Z,2P,,,767,active,13.9464808268436,0
3593,395-397 Invermay Rd,Signed,30,2013-11-21T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,769,active,12.3223215342862,0
3594,395-397 Invermay Rd,Signed,30,2013-11-21T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,769,active,11.824731610869,0
3595,284-286 Invermay Rd,Signed,30,2013-11-21T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,769,active,13.9689025233879,0
3596,284-286 Invermay Rd,Signed,30,2013-11-21T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,769,active,12.4224342637353,0
3597,284-286 Invermay Rd,Signed,30,2013-11-21T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,769,active,12.6152944457809,0
3604,185 St Leonards Rd,Unrestricted,,2013-11-22T00:00:00.000Z,,,,772,active,24.1998618565531,0
3605,187 St Leonards Rd,Unrestricted,,2013-11-22T00:00:00.000Z,,,,772,active,28.6004617395025,0
3606,189 St Leonards Rd,Unrestricted,,2013-11-22T00:00:00.000Z,,,,772,active,21.9993764328427,0
3607,23 Guy St,Unrestricted,,2013-11-26T00:00:00.000Z,,,,773,active,12.0975552723736,0
3608,23 Guy St,Unrestricted,,2013-11-26T00:00:00.000Z,,,,773,active,12.1000491242089,0
3609,29 Guy St,Unrestricted,,2013-11-26T00:00:00.000Z,,,,773,active,14.299595470124,0
3610,27 Guy St,Unrestricted,,2013-11-26T00:00:00.000Z,,,,773,active,14.3000890522137,0
3611,25 Guy St,Unrestricted,,2013-11-26T00:00:00.000Z,,,,773,active,12.1000484196225,0
3612,35-37A Brisbane St,Multibay Metered,60,2008-04-16T00:00:00.000Z,1P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,BR01,1,780,active,2.63315129584322,0
3628,Wiilis St Car Park,No Parking,,2013-12-18T00:00:00.000Z,No Parking,,,783,active,154.487393920476,0
3629,Benders Ln,Clearway,,2013-12-20T00:00:00.000Z,,,,777,active,40.4058335066405,0
3630,Benders Ln,Clearway,,2013-12-20T00:00:00.000Z,,,,777,active,71.9686889728794,0
3631,Cnr Charles-Frankland Sts,Bus Stop,,2016-09-08T00:00:00.000Z,,,,1157,active,54.2519207014115,0
3632,Mitchell St (Mayfield Primary School),Signed,5,2014-01-10T00:00:00.000Z,"P5Minute 8:30-9am; 2:30-3pm School Days",,,784,active,391.115823478106,0
3636,2P 8am-6pm Mon-Fri,Signed,120,2014-01-10T00:00:00.000Z,,,,,active,52.28164448661,0
3637,1 Gee St,Unrestricted,,2014-01-13T00:00:00.000Z,,,,799,active,32.9996119563974,0
3638,1 Gee St,Unrestricted,,2014-01-13T00:00:00.000Z,,,,799,active,15.399641879264,0
3639,3 Gee St,Unrestricted,,2014-01-13T00:00:00.000Z,,,,799,active,19.8003661769939,0
3640,5 Gee St,Unrestricted,,2014-01-13T00:00:00.000Z,,,,799,active,19.799749649903,0
3641,6 Gee St,Unrestricted,,2014-01-13T00:00:00.000Z,,,,799,active,74.8011176798977,0
3642,2 Gee St,Unrestricted,,2014-01-13T00:00:00.000Z,,,,799,active,21.9999568216423,0
3643,81-89 Howick St,Signed,30,2013-12-23T00:00:00.000Z,1/2P 8am-6pm Mon-Fri,,,793,active,15.2482809510747,0
3644,81-89 Howick St,Signed,30,2013-12-23T00:00:00.000Z,1/2P 8am-6pm Mon-Fri,,,793,active,11.6643610333768,0
3645,77-79 Howick St,Signed,30,2013-12-23T00:00:00.000Z,1/2P 8am-6pm Mon-Fri,,,793,active,10.5522720543806,0
3646,77-79 Howick St,Signed,30,2013-12-23T00:00:00.000Z,1/2P 8am-6pm Mon-Fri,,,793,active,12.3037020008062,0
3648,377-379 Invermay Rd,Signed,30,2014-01-15T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,801,active,12.6672779516254,0
3650,Salisbury Cres,No Parking,,2014-01-15T00:00:00.000Z,No Parking,,,803,active,1178.40165452995,0
3652,170-178 Elizabeth St (Bathurst side),Unrestricted,30,2014-01-22T00:00:00.000Z,,,,809,Active,13.3111894514616,0
3653,170-178 Elizabeth St (Bathurst side),Unrestricted,30,2014-01-22T00:00:00.000Z,,,,809,Active,12.9997319566012,0
3658,169-175 York St,Bus Stop,,,,,,810,active,71.7992089115033,0
3659,44-48 Bathurst St (York side),Unrestricted,,,,,,810,active,13.7027823454866,0
3660,44-48 Bathurst St (York side),Unrestricted,,,,,,810,active,15.8866007095493,0
3661,44-48 Bathurst St (York side),Unrestricted,,,,,,810,active,15.645277451436,0
3662,44-48 Bathurst St (York side),Unrestricted,,,,,,810,active,15.1571677881777,0
3663,44-48 Bathurst St (York side),Unrestricted,,,,,,810,active,13.7184477639752,0
3664,179-181 York St,Unrestricted,,,,,,810,active,12.9890927516053,0
3665,179-181 York St,Unrestricted,,,,,,810,active,10.7313279658367,0
3666,179-181 York St,Unrestricted,,,,,,810,active,12.9397682507501,0
3667,179-181 York St,Unrestricted,,,,,,810,active,13.1403045004139,0
3668,179-181 York St,Unrestricted,,,,,,810,active,10.9888100623757,0
3669,181 York St,Unrestricted,,,,,,810,active,10.9888100620208,0
3670,181 York St,Unrestricted,,,,,,810,active,10.9888100620208,0
3671,110-112 High St,Unrestricted,,2014-01-29T00:00:00.000Z,,,,811,active,20.9943879374878,0
3672,110-112 High St,Unrestricted,,2014-01-29T00:00:00.000Z,,,,811,active,17.2011392194465,0
3676,92 Elphin Rd,Unrestricted,,2014-01-30T00:00:00.000Z,,,,812,active,13.1996408604041,0
3677,92 Elphin Rd,Unrestricted,,2014-01-30T00:00:00.000Z,,,,812,active,13.2002401272436,0
3678,Parking bay markings added,Signed,30,2014-02-04T00:00:00.000Z,½ P 8am-5:30pm Mon-Fri,,,813,Active,14.8063289685667,0
3679,Parking bay markings added,Signed,30,2014-02-04T00:00:00.000Z,½ P 8am-5:30pm Mon-Fri,,,813,Active,13.8640874128663,0
3680,Parking bay markings added,Signed,30,2014-02-04T00:00:00.000Z,½ P 8am-5:30pm Mon-Fri,,,813,Active,11.6097311721851,0
3681,Parking bay markings added,Signed,30,2014-02-04T00:00:00.000Z,½ P 8am-5:30pm Mon-Fri,,,813,Active,10.7863750605985,0
3682,49 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.0999968902919,0
3683,51 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.0998127482727,0
3684,51 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.0999968905427,0
3685,53 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.1003180760497,0
3686,53 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.1003180786937,0
3687,55 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.1003180786937,0
3688,59 Penquite Rd,Bus Stop,,2014-02-17T00:00:00.000Z,,,,820,active,75.0018220020088,0
3689,59 Penquite Rd,Unrestricted,,2014-02-17T00:00:00.000Z,,,,820,active,12.0998913049271,0
3693,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.915068315672,0
3694,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,9.47158695385852,0
3695,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.9688718736219,0
3696,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,9.52602050917991,0
3697,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.915068314323,0
3698,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,8.48588022768439,0
3699,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.9688718788598,0
3700,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,9.52602050917991,0
3701,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.9150683120166,0
3702,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.9688718749709,0
3703,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.9150683134253,0
3704,4 Dapple St,Unrestricted,,2014-02-27T00:00:00.000Z,,,,831,active,10.9688718749709,0
3705,121 Elphin Rd,Unrestricted,,2014-03-04T00:00:00.000Z,,,,711,active,13.2002676088217,0
3706,Cornwall Cres,Bus Stop,,,,,,824,active,60.2708320883287,0
3707,,Bus Stop,,2014-03-11T00:00:00.000Z,Metro Bus Zone,,,832,active,41.6418267343386,0
3708,32 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,39.6004791088065,0
3709,29 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,39.6000360782857,0
3710,29 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,15.3998805942054,0
3711,28 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,39.6004791050803,0
3712,27 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,17.6000427658823,0
3713,26 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,17.5994399502946,0
3714,25 Keane St West,Unrestricted,,2014-03-17T00:00:00.000Z,,,,836,active,17.6000427658823,0
3715,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.2823755688458,0
3716,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,17.2135898382032,0
3717,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.184920016085,0
3718,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.8080438527004,0
3719,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.5860421103541,0
3720,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,15.1309979229747,0
3721,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.4724811888667,0
3722,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.936452092211,0
3723,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.8107461428001,0
3724,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.9033943985718,0
3725,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.3769386953106,0
3726,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.6512687670263,0
3727,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.2823755701383,0
3728,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.4724811882605,0
3729,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.9364520962804,0
3730,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.8107461402789,0
3731,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.9033943958151,0
3732,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.3769386971219,0
3733,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.6512687648779,0
3734,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.2823755729145,0
3735,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.4724811888667,0
3736,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.9364520962804,0
3737,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.8107461387309,0
3738,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.9033943985718,0
3739,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.3769386953106,0
3740,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,13.6512687670263,0
3741,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.2823755675864,0
3742,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,17.0414572578322,0
3743,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,15.1738899906583,0
3744,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,14.6734431229458,0
3745,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,16.1743152028454,0
3746,QVMAG Inveresk Staff Car Park,Permit,,,,,,,active,12.5618699225795,0
3747,166 George St,Unrestricted,,2014-03-20T00:00:00.000Z,,,,840,active,11.0002785624591,0
3748,160 George St,Unrestricted,,2014-03-20T00:00:00.000Z,,,,840,active,45.603143320424,0
3749,24 Gorge Rd,Signed,180,2014-03-20T00:00:00.000Z,,,,841,active,18.0418454200511,0
3750,24 Gorge Rd,Signed,180,2014-03-20T00:00:00.000Z,,,,841,active,16.4999648975326,0
3751,253 Charles St (Cnr Balfour St),Signed,15,,1/4P 8am-6pm Mon-Sat,,,842,active,12.0278333814047,0
3752,253 Charles St (Cnr Balfour St),Signed,15,,1/4P 8am-6pm Mon-Sat,,,842,active,12.0398312911196,0
3753,253 Charles St (Cnr Balfour St),Signed,15,,1/4P 8am-6pm Mon-Sat,,,842,active,11.8686228894645,0
3754,160 George St,Unrestricted,,2014-03-24T00:00:00.000Z,,,,840,active,34.099819301316,0
3755,10 Cardigan St,Unrestricted,,2014-03-26T00:00:00.000Z,,,,844,active,10.2434495004061,0
3756,58 Thistle St West,Unrestricted,,2014-03-26T00:00:00.000Z,,,,845,active,35.7433144938847,0
3757,56 Thistle St West,Unrestricted,,2014-03-26T00:00:00.000Z,,,,845,active,19.3821031678388,0
3758,52-54 Thistle St West,Unrestricted,,2014-03-26T00:00:00.000Z,,,,845,active,55.1689593479746,0
3759,50 Thistle St West,Unrestricted,,2014-03-26T00:00:00.000Z,,,,845,active,19.3821031703418,0
3760,8-14 Lyttleton St,No Parking,,2014-03-27T00:00:00.000Z,"No Parking 8:15-9am, 2:45-3:30pm School Days",,,929,active,38.0626895826473,0
3761,1 Pipeworks Rd,Signed,30,2014-03-26T00:00:00.000Z,1/2P 8am-6pm Mon-Sat,,,792,active,10.7835681177402,0
3762,1 Pipeworks Rd,Signed,30,2014-03-26T00:00:00.000Z,1/2P 8am-6pm Mon-Sat,,,792,active,16.8884707659848,0
3763,50-56 Campbell St (Abbott St side),Signed,5,,P5 Minutes 8-9am 2:30-3:30pm  School Days Only,,,657,active,44.6005058794357,0
3764,77 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,16.1962244595014,0
3765,,Signed,60,2008-10-31T00:00:00.000Z,"8am-4pm, Monday to Friday",,,,Active,12.0151736935064,0
3766,59-61 Frederick St,Signed,60,2009-01-31T00:00:00.000Z,"8am-4pm, Monday to Friday",,,,Active,15.5274152188441,0
3767,65-71 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,14.2261824835565,0
3768,65-71 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,12.22431676753,0
3769,65-71 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,11.0116876713113,0
3770,71-73 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,15.8705343604605,0
3771,71-73 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,11.0116876736062,0
3772,71-73 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,12.2247817723886,0
3773,77 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,13.3744114067636,0
3774,98 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,15.5756621856652,0
3775,100 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,13.6149497826097,0
3776,96 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,12.6593156217137,0
3777,98 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,12.0449061331979,0
3778,102 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,14.0737999217429,0
3779,104 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,14.0737999214227,0
3780,106 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,14.0737999196436,0
3781,108 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,13.8055136954563,0
3782,108 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,10.8650434931076,0
3783,110 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,12.174526684496,0
3784,110 Frederick St,Signed,120,2014-04-04T00:00:00.000Z,2P 9am-5pm Mon-Fri,,,849,active,13.9995876169129,0
3785,Binalong Ave,No Parking,,2014-04-16T00:00:00.000Z,No Parking,,,846,active,121.795935075669,0
3787,55-57 Elphin Rd,Signed,60,2014-04-24T00:00:00.000Z,1P 9am-5pm Mon-Fri,,,852,active,14.3006972190552,0
3788,377-379 Invermay Rd,Signed,30,2014-01-15T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,801,active,10.3412263042546,0
3789,377-379 Invermay Rd,Signed,30,2014-01-15T00:00:00.000Z,"1/2P 8am-6pm Mon-Fri; 8am-12pm Sat",,,801,active,10.1266708617867,0
3798,39 French St,Signed,120,2014-05-14T00:00:00.000Z,2P 8am - 5pm Mon-Fri Resident Permit S,,,856,active,24.018505463959,0
3799,35 French St,Signed,120,2014-05-14T00:00:00.000Z,2P 8am - 5pm Mon-Fri Resident Permit S,,,856,active,11.9330766089818,0
3800,22 Meredith Cres,Unrestricted,,2014-05-15T00:00:00.000Z,,,,854,active,12.1536445650546,0
3801,20 Meredith Cres,Unrestricted,,2014-05-15T00:00:00.000Z,,,,854,active,12.4561873435078,0
3802,127 Invermay Rd,Signed,60,2014-05-23T00:00:00.000Z,1P 8am-5:30pm Mon-Fri,,,861,active,12.5708727197236,0
3803,127 Invermay Rd,Signed,60,2014-05-23T00:00:00.000Z,1P 8am-5:30pm Mon-Fri,,,861,active,12.5708727178695,0
3804,127 Invermay Rd,Signed,60,2014-05-23T00:00:00.000Z,1P 8am-5:30pm Mon-Fri,,,861,active,12.5708727178695,0
3805,28-38 Racecourse Cres,Permit,60,2015-06-23T00:00:00.000Z,1P 24/7 Resident Permit L,,,863,active,157.576003277637,0
3806,19-23 Glen Dhu St,Signed,15,2014-05-27T00:00:00.000Z,1/4P 8am-6pm Mon-Fri,,,862,active,52.9160664190249,0
3807,82-84 Glen Dhu St,Unrestricted,,2014-06-11T00:00:00.000Z,,,,866,active,54.2497408845835,0
3808,39-41 Glen Dhu St,Unrestricted,,2014-06-11T00:00:00.000Z,,,,866,active,40.8924047210312,0
3810,29-33 Glen Dhu St,Unrestricted,,2014-06-11T00:00:00.000Z,,,,866,active,63.849336886884,0
3811,27 Glen Dhu St,Unrestricted,,2014-06-11T00:00:00.000Z,,,,866,active,31.2271846683248,0
3812,23-25 Glen Dhu St,Unrestricted,,2014-06-11T00:00:00.000Z,,,,866,active,69.774632728724,0
3813,8 Charles St,Permit,120,2014-06-11T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,7.55983596092031,0
3814,12 Charles St,Permit,120,2014-06-11T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,7.55983596092031,0
3815,12 Charles St,Permit,120,2014-06-11T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,7.55983596092031,0
3816,16 Charles St,Permit,120,2014-06-11T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,7.55983596092031,0
3817,72 Galvin St,Permit,120,2014-06-11T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,7.55983595903176,0
3818,72 Galvin St,Permit,120,2014-06-11T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,7.55983596323156,0
3819,17 George Town Rd,Signed,15,2014-06-11T00:00:00.000Z,1/4 P,,,867,active,9.63154664418374,0
3820,17 George Town Rd,Signed,15,2014-06-11T00:00:00.000Z,1/4 P,,,867,active,8.90928142270556,0
3821,17 George Town Rd,Signed,15,2014-06-11T00:00:00.000Z,1/4 P,,,867,active,7.09738018966662,0
3822,48-54 Elphin Rd,Signed,180,2014-06-12T00:00:00.000Z,3P 9am-5pm Mon-Fri,,,869,active,155.679743669339,0
3823,Glen Dhu (Door of Hope),Signed,30,2014-06-12T00:00:00.000Z,1/2P 90° Reverse Parking,,,787,active,20.4640162702419,0
3824,Glen Dhu (Door of Hope),Signed,30,2014-06-12T00:00:00.000Z,1/2P 90° Reverse Parking,,,787,active,18.0941840811772,0
3825,Glen Dhu (Door of Hope),Signed,30,2014-06-12T00:00:00.000Z,1/2P 90° Reverse Parking,,,787,active,18.0807356052644,0
